ФИО	Страна	Возраст	Рост, см	Вес	Пол	Дата рождения	Место рождения	Золото	Серебро	Бронза	Всего	Вид спорта	Состязание
Kasper Bleibach	Denmark	28	184	90	М	03 01 1984	MARIBO (DEN)	0	0	0	0	Canoe Sprint	Men's Kayak Single (K1) 200m, Men's Kayak Four (K4) 1000m
Rogier Blink	Netherlands	30	199	90	М	1 13 1982		0	0	0	0	Rowing	Men's Eight
Irina Bliznova	Russian Federation	25	180	73	Ж	10 06 1986		0	0	0	0	Handball	Women's Handball
Anastasia Bliznyuk	Russian Federation	18	173		Ж	6 28 1994	UKRAINE (UKR)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Artem Bloshenko	Ukraine	27	187	99	М	02 01 1985	Donetsk	0	0	0	0	Judo	Men's -100kg
Melanie Blouin	Canada	22	175	64	Ж	7 14 1990	Quebec (CAN)	0	0	0	0	Athletics	Women's Pole Vault
Olga Bludova	Kazakhstan	20	172	58	Ж	11 05 1991	Almaty (KAZ)	0	0	0	0	Athletics	Women's 100m
Daniel Bluman	Colombia	22	180	72	М	3 15 1990	MEDELLIN (COL)	0	0	0	0	Equestrian	Individual Jumping, SANCHA
Pernille Blume	Denmark	18	171	58	Ж	5 14 1994	HERLEV (DEN)	0	0	0	0	Swimming	Women's 50m Freestyle, Women's 100m Freestyle, Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay
Madonna Blyth	Australia	26	165	60	Ж	11 30 1985	Brisbane (AUS)	0	0	0	0	Hockey	Women's Hockey
Edvald Boasson Hagen	Norway	25			М	5 17 1987	Lillehammer (NOR)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Eric Boateng	Great Britain	26	211	114	М	11 20 1985		0	0	0	0	Basketball	Men's Basketball
Ancuta Bobocel	Romania	24	167	49	Ж	10 03 1987	DROBETA TURNU SEVERIN (ROU)	0	0	0	0	Athletics	Women's 3000m Steeplechase
Mihai Bobocica	Italy	25	179	68	М	09 08 1986	Craiova (ROU)	0	0	0	0	Table Tennis	Men's Singles
Jack Bobridge	Australia	23	180	65	М	7 13 1989	MODBURY (AUS)	0	0	0	0	Cycling - Track	Men's Team Pursuit
Gauthier Boccard	Belgium	20	186	79	М	8 26 1991		0	0	0	0	Hockey	Men's Hockey
Yelizaveta Bochkarova	Ukraine	34	170	62	Ж	05 05 1978	Lviv (UKR)	0	0	0	0	Cycling - Track	Women's Team Pursuit
Dorina Boczogo	Hungary	20	160		Ж	2 15 1992	OROSHAZA (HUN)	0	0	0	0	Gymnastics - Artistic	Women's Qualification
Lauren Boden	Australia	24	178	66	Ж	08 03 1988	Canberra (AUS)	0	0	0	0	Athletics	Women's 400m Hurdles
Maciej Bodnar	Poland	27	174	65	М	03 07 1985	OLAWA (POL)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Liudmila Bodnieva	Russian Federation	33	179	71	Ж	10 15 1978		0	0	0	0	Handball	Women's Handball
Mathias Boe	Denmark	32	186	75	М	07 11 1980	FREDERIKSSUND	0	0	0	0	Badminton	Men's Doubles
Sylwia Bogacka	Poland	30	162	55	Ж	10 03 1981	Jelenia Gora (POL)	0	1	0	1	Shooting	Women's 10m Air Rifle, Women's 50m Rifle 3 Positions
Chiara Boggiatto	Italy	26	170	55	Ж	2 17 1986	MONCALIERI (ITA)	0	0	0	0	Swimming	Women's 200m Breaststroke
Richard Bognar	Hungary	45	181	105	М	4 25 1967	MOSONMAGYAROVAR (HUN)	0	0	0	0	Shooting	Men's Double Trap
Alex Bogomolov Jr	Russian Federation	29	178	77	М	4 23 1983		0	0	0	0	Tennis	Men's Singles
Spela Bohinc	Slovenia	16	155	43	Ж	11 06 1995	Ljubljana (SLO)	0	0	0	0	Swimming	Women's 4x200m Freestyle Relay
Marcus Bohme	Germany	26	211	115	М	8 25 1985	Berlin (GER)	0	0	0	0	Volleyball	Men's Volleyball
Richard Bohus	Hungary	19	186	80	М	04 09 1993	BEKESECSABA (HUN)	0	0	0	0	Swimming	Men's 100m Backstroke
Susanne Boidin	Denmark	24	179	70	Ж	8 18 1987	Bern (SUI)	0	0	0	0	Sailing	Women's Elliott 6m
Aauri Lorena Bokesa	Spain	23	183	71	Ж	12 14 1988	Madrid (ESP)	0	0	0	0	Athletics	Women's 400m
Yannick Bokolo	France	27	191	86	М	6 19 1985		0	0	0	0	Basketball	Men's Basketball
Timur Bolat	Kazakhstan	23	183	90	М	5 14 1989	ULAN BATOR (MGL)	0	0	0	0	Judo	Men's -90kg
Grega Bole	Slovenia	26	177	70	М	8 13 1985	Jesenice (SLO)	0	0	0	0	Cycling - Road	Men's Road Race
Irakli Bolkvadze	Georgia	17	183	73	М	12 12 1994	Nicosia (CYP)	0	0	0	0	Swimming	Men's 200m Breaststroke
Timo Boll	Germany	31	181	74	М	03 08 1981	ERBACH	0	0	0	0	Table Tennis	Men's Singles, Men's Team
Flora Bolonyai	Hungary	21	179	69	Ж	04 05 1991	Budapest (HUN)	0	0	0	0	Water Polo	Women's Water Polo
Sergey Bolshakov	Russian Federation	24	190	90	М	06 06 1988	Izhevsk (RUS)	0	0	0	0	Swimming	Men's 10km Marathon
Svetlana Bolshakova	Belgium	27	178	68	Ж	10 14 1984	Leningrad (RUS)	0	0	0	0	Athletics	Women's Triple Jump
Usain Bolt	Jamaica	25	196	93	М	8 21 1986	Trelawny (JAM)	0	0	0	0	Athletics	Men's 100m, Men's 200m, Men's 4 x 100m Relay
Sinivie Boltic	Nigeria	30		96	М	07 02 1982	FAMGBE TOWN (NGR)	0	0	0	0	Wrestling	Men's 96kg Freestyle
Ibrahim Bolukbasi	Turkey	21	186	84	М	12 01 1990	Erzurum (TUR)	0	0	0	0	Wrestling	Men's 84kg Freestyle
Sarah Bombell	Australia	29	167		Ж	04 12 1983	Sydney (AUS)	0	0	0	0	Synchronised Swimming	Women's Duets, Women's Teams
Sonia Bompastor	France	32	162	53	Ж	06 08 1980		0	0	0	0	Football	Women's Football
Hamish Bond	New Zealand	26	189	91	М	2 13 1986		1	0	0	1	Rowing	Men's Pair
Louise Bond-Williams	Great Britain	30	169	59	Ж	5 14 1982		0	0	0	0	Fencing	Women's Individual Sabre
Oleksandr Bondar	Ukraine	18	172	63	М	10 25 1993	LUGANSK (UKR)	0	0	0	0	Diving	Men's 10m Platform, Men's Synchronised 10m Platform
Bohdan Bondarenko	Ukraine	22	197	80	М	8 30 1989	Kharkiv (UKR)	0	0	0	0	Athletics	Men's High Jump
Kateryna Bondarenko	Ukraine	25	175	62	Ж	08 08 1986		0	0	0	0	Tennis	Women's Singles
Stanislav Bondarenko	Ukraine	24	198	118	М	8 29 1987	ZAPORIZHZHYA (UKR)	0	0	0	0	Judo	Men's +100kg
Roman Bondaruk	Ukraine	38	176	91	М	6 20 1974	Lviv (UKR)	0	0	0	0	Shooting	Men's 25m Rapid Fire Pistol
Marianne Bonde Petersen	Denmark	28	184	72	Ж	6 25 1984		0	0	0	0	Handball	Women's Handball
Antoaneta Boneva	Bulgaria	26	173	58	Ж	1 17 1986	TARGOVISHTE (BUL)	0	0	0	0	Shooting	Women's 10m Air Pistol, Women's 25m Pistol
Liemarvin Bonevacia	Independent Olympic Athletes	23	180	81	М	04 05 1989	Cura√ßao ()	0	0	0	0	Athletics	Men's 400m
Elena Maria Bonfanti	Italy	24	172	60	Ж	07 09 1988	Milano (ITA)	0	0	0	0	Athletics	Women's 4 x 400m Relay
Caio Bonfim	Brazil	21			М	3 19 1991	Brasilia (BRA)	0	0	0	0	Athletics	Men's 20km Race Walk
Dante Boninfante	Italy	35	188	85	М	03 07 1977	BATTIPAGLIA (ITA)	0	0	0	0	Volleyball	Men's Volleyball
Bartlomiej Wojciech Bonk	Poland	27	180	105	М	10 11 1984	WIECBORK	0	0	0	0	Weightlifting	Men's 105kg
Daisurami Bonne	Cuba	24			Ж	03 09 1988	Guantanamo (CUB)	0	0	0	0	Athletics	Women's 4 x 400m Relay
Yowlys Bonne Rodriguez	Cuba	28			М	11 02 1983	Guantanamo (CUB)	0	0	0	0	Wrestling	Men's 60kg Freestyle
Charlotte Bonnet	France	17	174	61	Ж	2 14 1995	ENGHIEN LES BAINS (FRA)	0	0	1	1	Swimming	Women's 100m Freestyle, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay
Georgia Bonora	Australia	22	161		Ж	5 19 1990	FITZROY (AUS)	0	0	0	0	Gymnastics - Artistic	Women's Team, Women's Qualification
Julien Bontemps	France	33	183	74	М	06 01 1979	EPINAL (FRA)	0	0	0	0	Sailing	Men's RS-X
Lars Boom	Netherlands	26	191	81	М	12 30 1985	VLIJMEN (NED)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Jill Boon	Belgium	25	172	65	Ж	3 13 1987	Uccle (BEL)	0	0	0	0	Hockey	Women's Hockey
Tom Boon	Belgium	22	184	81	М	1 25 1990		0	0	0	0	Hockey	Men's Hockey
Tom Boonen	Belgium	31	192	82	М	10 15 1980	MOL (BEL)	0	0	0	0	Cycling - Road	Men's Road Race
Ek Boonsawad	Thailand	23	182	80	М	10 30 1988	CHON BURI (THA)	0	0	0	0	Sailing	Men's RS-X
Wanida Boonwan	Thailand	25	165	53	Ж	8 30 1986	UBON RATCHATHANI (THA)	0	0	0	0	Athletics	Women's High Jump
Joshua Booth	Australia	21	190	93	М	10 09 1990		0	0	0	0	Rowing	Men's Eight
Melanie Booth	Canada	27	175	65	Ж	8 24 1984		0	0	0	0	Football	Women's Football
Rachel Bootsma	United States of America	18	175	66	Ж	12 15 1993	Robbinsdale (USA)	0	0	0	0	Swimming	Women's 100m Backstroke, Women's 4x100m Medley Relay
Rohan Bopanna	India	32			М	03 04 1980		0	0	0	0	Tennis	Men's Doubles
Rasul Boqiev	Tajikistan	29	170	73	М	9 29 1982	RUDAKI (TJK)	0	0	0	0	Judo	Men's -73kg
Barna Bor	Hungary	25	195	128	М	12 12 1986	KEREPESTARCSA (HUN)	0	0	0	0	Judo	Men's +100kg
Kjetil Borch	Norway	22			М	2 14 1990		0	0	0	0	Rowing	Men's Double Sculls
Valeriy Borchin	Russian Federation	25	178	63	М	09 11 1986	MORDOVIA REGION (RUS)	0	0	0	0	Athletics	Men's 20km Race Walk
Cleopatra Borel	Trinidad and Tobago	33	172	91	Ж	03 10 1979	MAYARO (TRI)	0	0	0	0	Athletics	Women's Shot Put
Yannick Borel	France	23	195	94	М	11 05 1988		0	0	0	0	Fencing	Men's Individual Epee
Diane Borg	Malta	21	162	60	Ж	09 12 1990	PIETA (MLT)	0	0	0	0	Athletics	Women's 100m
Lazaro Borges	Cuba	26			М	6 19 1986	Ciudad Habana (CUB)	0	0	0	0	Athletics	Men's Pole Vault
Romulo Borges Monteiro	Brazil	21	185	82	М	9 19 1990		0	0	0	0	Football	Men's Football
Maria Borisenko	Russian Federation	26	190	80	Ж	03 08 1986	Nizhniy Novgorod (RUS)	0	0	0	0	Volleyball	Women's Volleyball
Sergey Borisov	Russian Federation	29	178	93	М	1 25 1983	TULA REGION (RUS)	0	0	0	0	Cycling - Track	Men's Keirin, Men's Team Sprint
Jonathan Borlee	Belgium	24	180	67	М	2 22 1988	Woluwe	0	0	0	0	Athletics	Men's 400m, Men's 4 x 400m Relay
Kevin Borlee	Belgium	24	180	67	М	2 22 1988	Woluwe	0	0	0	0	Athletics	Men's 400m, Men's 4 x 400m Relay
Yaneisi Borlot	Cuba	21			Ж	2 18 1991	Santiago de Cuba (CUB)	0	0	0	0	Athletics	Women's 4 x 400m Relay
Brittany Borman	United States of America	23	180	78	Ж	07 01 1989	ST.LOUIS (USA)	0	0	0	0	Athletics	Women's Javelin Throw
Jevgenijs Borodavko	Latvia	25	189	100	М	11 04 1986	Riga (LAT)	0	0	0	0	Judo	Men's -100kg
Nadiya Borovska	Ukraine	31	163	50	Ж	2 25 1981	VOLYN' REGION (UKR)	0	0	0	0	Athletics	Women's 20km Race Walk
Noel Borshi	Albania	16	164	54	Ж	2 13 1996	Rome (ITA)	0	0	0	0	Swimming	Women's 100m Butterfly
Jerome Bortoluzzi	France	30	182	110	М	5 20 1982	AMNEVILLE (FRA)	0	0	0	0	Athletics	Men's Hammer Throw
Igor Borysik	Ukraine	28	180	77	М	06 02 1984	Gomel (BLR)	0	0	0	0	Swimming	Men's 200m Breaststroke
Oleksiy Borysov	Ukraine	29	190	96	М	06 01 1983	SEVASTOPOL (UKR)	0	0	0	0	Sailing	Men's Finn
Yuriy Borzakovskiy	Russian Federation	31	182	73	М	04 12 1981	Moscow Region (RUS)	0	0	0	0	Athletics	Men's 800m
Yulia Borzova	Uzbekistan	31	177	72	Ж	1 14 1981	Tashkent Region (UZB)	0	0	0	0	Canoe Sprint	Women's Kayak Single (K1) 200m, Women's Kayak Single (K1) 500m
Willemijn Bos	Netherlands	24	181	69	Ж	05 02 1988	EELDE (NED)	0	0	0	0	Hockey	Women's Hockey
Marcelien Bos-de Koning	Netherlands	34	175	62	Ж	05 10 1978	Hoorn (NED)	0	0	0	0	Sailing	Women's Elliott 6m
Edith Bosch	Netherlands	32	183	70	Ж	5 31 1980	DEN HELDER (NED)	0	0	1	1	Judo	Women's -70kg
Caterina Bosetti	Italy	18	179	59	Ж	02 02 1994	TRADATE (ITA)	0	0	0	0	Volleyball	Women's Volleyball
Lucia Bosetti	Italy	23	175	65	Ж	07 09 1989	TRADATE (ITA)	0	0	0	0	Volleyball	Women's Volleyball
Miho Boskovic	Croatia	29	196	96	М	01 11 1983		0	0	0	0	Water Polo	Men's Water Polo
Vanessa Boslak	France	30	170	62	Ж	06 11 1982	Lesquin (FRA)	0	0	0	0	Athletics	Women's Pole Vault
Matilda Boson	Sweden	30	176	64	Ж	12 04 1981		0	0	0	0	Handball	Women's Handball
Berenger Aymard Bosse	Central African Republic	27			М	3 13 1985	Bangui (CAF)	0	0	0	0	Athletics	Men's 100m
Pierre-Ambroise Bosse	France	20	183	73	М	05 11 1992	Nantes (FRA)	0	0	0	0	Athletics	Men's 800m
Isaac Botella Perez	Spain	28	161		М	06 12 1984	ELCHE (ESP)	0	0	0	0	Gymnastics - Artistic	Men's Team, Men's Qualification
Alberto Botia	Spain	23	189	82	М	1 27 1989		0	0	0	0	Football	Men's Football
Joachim Bottieau	Belgium	23	180	81	М	3 20 1989	BOUSSU (BEL)	0	0	0	0	Judo	Men's -81kg
Kaltoum Bouaasayriya	Morocco	29	157	46	Ж	8 23 1982	ASSA ZAG (MAR)	0	0	0	0	Athletics	Women's 3000m Steeplechase
Wajdi Bouallegue	Tunisia	30	172		М	02 09 1982	Tunis (TUN)	0	0	0	0	Gymnastics - Artistic	Men's Qualification
Ines Boubakri	Tunisia	23	167	56	Ж	12 28 1988		0	0	0	0	Fencing	Women's Individual Foil
Carl Bouckaert	Belgium	58	181	78	М	4 19 1954	WAREGEM (BEL)	0	0	0	0	Equestrian	Individual Eventing, Team Eventing, CYRANO Z
Jente Bouckaert	Belgium	22	190	75	М	1 15 1990	MORTSEL (BEL)	0	0	0	0	Athletics	Men's 4 x 400m Relay
David Boudia	United States of America	23	175	73	М	4 24 1989	Abilene (USA)	0	0	1	1	Diving	Men's 10m Platform, Men's Synchronised 10m Platform
Marie-Pier Boudreau Gagnon	Canada	29	165		Ж	03 03 1983	Riviere	0	0	0	0	Synchronised Swimming	Women's Duets, Women's Teams
Oussama Boughanmi	Tunisia	22	185	83	М	02 05 1990		0	0	0	0	Handball	Men's Handball
Sarah Bouhaddi	France	25	175	69	Ж	10 17 1986		0	0	0	0	Football	Women's Football
David Boui	Central African Republic	24	185		М	6 28 1988	Bangui (CAF)	0	0	0	0	Taekwondo	Men's -68kg
Safia Boukhima	Algeria	21	176	64	Ж	01 10 1991		0	0	0	0	Volleyball	Women's Volleyball
Ioulietta Boukouvala	Greece	28	173	57	Ж	8 28 1983	Ioannina	0	0	0	0	Judo	Women's -57kg
Benjamin Boukpeti	Togo	30	177	76	М	08 04 1981	LAGNY	0	0	0	0	Canoe Slalom	Men's Kayak (K1)
Laure Boulleau	France	25	160	52	Ж	10 22 1986		0	0	0	0	Football	Women's Football
Chouaib Bouloudinats	Algeria	25	183		М	01 08 1987		0	0	0	0	Boxing	Men's Heavy (91kg)
Mira Boumejmajen	France	17	153		Ж	06 06 1995	VIERZON (FRA)	0	0	0	0	Gymnastics - Artistic	Women's Team, Women's Qualification
Yassine Bounou	Morocco	21	190	80	М	04 05 1991		0	0	0	0	Football	Men's Football
Soufiyan Bouqantar	Morocco	18	173	54	М	8 30 1993	KHEMISSET MAROC (MAR)	0	0	0	0	Athletics	Men's 5000m
Abderrahime Bouramdane	Morocco	34	170	58	М	01 01 1978	AIN KANSARA (MAR)	0	0	0	0	Athletics	Men's Marathon
Lorys Bourelly	France	20	184	69	М	5 27 1992	FORT DE FRANCE (FRA)	0	0	0	0	Swimming	Men's 4x200m Freestyle Relay
Mickael Bourgain	France	32	181	77	М	5 28 1980	BOULOGNE	0	0	0	0	Cycling - Road, Cycling - Track	Men's Road Race, Men's Keirin
Celia Bourihane	Algeria	17	177	60	Ж	1 22 1995		0	0	0	0	Volleyball	Women's Volleyball
Fiona Bourke	New Zealand	23	187	75	Ж	10 16 1988		0	0	0	0	Rowing	Women's Quadruple Sculls
Vered Bouskila	Israel	29	180	74	Ж	5 23 1983	HOLON (ISR)	0	0	0	0	Sailing	Women's 470
Cedric Boussoughou	Gabon	21	170	68	М	7 20 1991		0	0	0	0	Football	Men's Football
Fanny Bouvet	France	18	163	59	Ж	2 15 1994	VERSAILLES (FRA)	0	0	0	0	Diving	Women's 3m Springboard
Carline Bouw	Netherlands	27	184	71	Ж	12 14 1984		0	0	1	1	Rowing	Women's Eight
Marit Bouwmeester	Netherlands	24	177	66	Ж	6 17 1988	BOARNSTERHIM (NED)	0	0	0	0	Sailing	Women's Laser Radial
Alexandre Bouzaid	Senegal	31	172	64	М	6 26 1981		0	0	0	0	Fencing	Men's Individual Epee
George Richard Bovell	Trinidad and Tobago	29	196	86	М	7 18 1983	Port of Spain (TRI)	0	0	0	0	Swimming	Men's 50m Freestyle, Men's 100m Freestyle, Men's 100m Backstroke
Katie Bowen	New Zealand	18	170	58	Ж	4 15 1994		0	0	0	0	Football	Women's Football
Dennis Bowsher	United States of America	29	175	73	М	04 07 1983	Dallas (USA)	0	0	0	0	Modern Pentathlon	Men's Modern Pentathlon
Shannon Boxx	United States of America	35	173	67	Ж	6 29 1977		0	0	0	0	Football	Women's Football
Philipp Boy	Germany	25	172		М	7 23 1987	SCHWEDT/ODER (GER)	0	0	0	0	Gymnastics - Artistic	Men's Team, Men's Qualification
Brendan Boyce	Ireland	25	183	76	М	10 08 1986	LETTERKENNY (IRL)	0	0	0	0	Athletics	Men's 50km Race Walk
Fiona Boyce	Australia	25	169	60	Ж	06 11 1987	Perth (AUS)	0	0	0	0	Hockey	Women's Hockey
Alana Boyd	Australia	28	171	59	Ж	05 10 1984	Melbourne (AUS)	0	0	0	0	Athletics	Women's Pole Vault
Dmytro Boyko	Ukraine	26	186	82	М	1 16 1986		0	0	0	0	Fencing	Men's Individual Sabre
Lauren Boyle	New Zealand	24	183	67	Ж	12 14 1987	Auckland (NZL)	0	0	0	0	Swimming	Women's 400m Freestyle, Women's 800m Freestyle
Islam Bozbayev	Kazakhstan	21	182	81	М	06 11 1991	TEMIRTAU (KAZ)	0	0	0	0	Judo	Men's -81kg
Borut Bozic	Slovenia	31	178	70	М	08 08 1980	Ljubljana (SLO)	0	0	0	0	Cycling - Road	Men's Road Race
Luka Bozic	Slovenia	21	173	72	М	01 09 1991	SEMPETER PRI GORICI (SLO)	0	0	0	0	Canoe Slalom	Men's Canoe Double (C2)
Roel Braas	Netherlands	25	200	103	М	03 11 1987		0	0	0	0	Rowing	Men's Eight
Tim Brabants	Great Britain	35	189	88	М	1 23 1977	Chertsey (GBR)	0	0	0	0	Canoe Sprint	Men's Kayak Single (K1) 1000m
Daniele Bracciali	Italy	34	180	78	М	01 10 1978		0	0	0	0	Tennis	Men's Doubles, Mixed Doubles
Sophie Bradley	Great Britain	22	169	59	Ж	10 20 1989		0	0	0	0	Football	Women's Football
Rachel Bragg	Great Britain	27	184	75	Ж	12 11 1984	BROMSGROVE (GBR)	0	0	0	0	Volleyball	Women's Volleyball
Samir Brahimi	Algeria	22	170		М	5 17 1990	Alger (ALG)	0	0	0	0	Boxing	Men's Fly (52kg)
Michael Braithwaite	Canada	25	189	91	М	03 02 1987		0	0	0	0	Rowing	Men's Double Sculls
Janez Brajkovic	Slovenia	28	178	60	М	12 18 1983	Novo Mesto (SLO)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Jovana Brakocevic	Serbia	24	196	82	Ж	03 05 1988	Zrenjanin (SRB)	0	0	0	0	Volleyball	Women's Volleyball
David Brandl	Austria	25	187	82	М	4 19 1987	Linz (AUT)	0	0	0	0	Swimming	Men's 200m Freestyle, Men's 4x200m Freestyle Relay
Nadine Brandl	Austria	22	168		Ж	03 11 1990	Wien (AUT)	0	0	0	0	Synchronised Swimming	Women's Duets
Nathan Brannen	Canada	29	174	58	М	09 08 1982	Cambridge (CAN)	0	0	0	0	Athletics	Men's 1500m
Ana Maria Branza	Romania	27	175	63	Ж	11 26 1984		0	0	0	0	Fencing	Women's Individual Epee, Women's Team Epee
Scott Brash	Great Britain	26	171	64	М	11 23 1985	Edinburgh (GBR)	0	0	0	0	Equestrian	Individual Jumping, Team Jumping, HELLO SANCTOS
Daniel Brata	Romania	27	185	100	М	12 29 1984	BAIA MARE (ROU)	0	0	0	0	Judo	Men's -100kg
Ryan Brathwaite	Barbados	24	185	77	М	06 06 1988	Bridgetown (BAR)	0	0	0	0	Athletics	Men's 110m Hurdles
Shane Brathwaite	Barbados	22	182	77	М	02 08 1990	Bridgetown (BAR)	0	0	0	0	Athletics	Men's 110m Hurdles
Georgi Bratoev	Bulgaria	24	202	88	М	10 21 1987	Sofia (BUL)	0	0	0	0	Volleyball	Men's Volleyball
Valentin Bratoev	Bulgaria	24	201	87	М	10 21 1987	Sofia (BUL)	0	0	0	0	Volleyball	Men's Volleyball
Yannick Brauchli	Switzerland	24	174	64	М	7 30 1988	Zurich (SUI)	0	0	0	0	Sailing	Men's 470
Anton Braun	Germany	22	197	102	М	4 28 1990		0	0	0	0	Rowing	Men's Pair
Albert Bravo	Venezuela	24	198	85	М	8 29 1987	MARACAIBO (VEN)	0	0	0	0	Athletics	Men's 400m, Men's 4 x 400m Relay
Osmar Bravo Amador	Nicaragua	27	180		М	11 01 1984	NUEVA GUINEA (NCA)	0	0	0	0	Boxing	Men's Light Heavy (81kg)
Caterin Bravo Aranguiz	Chile	36	173	63	Ж	12 28 1975		0	0	0	0	Fencing	Women's Individual Epee
Elizabeth Bravo Iniguez	Ecuador	25	160	47	Ж	1 30 1987	Cuenca (ECU)	0	0	0	0	Triathlon	Women's Triathlon
Oscar Brayson	Cuba	27		108	М	02 10 1985	Camaguey	0	0	0	0	Judo	Men's +100kg
Dominic Breazeale	United States of America	26	201		М	8 24 1985	Glendale (USA)	0	0	0	0	Boxing	Men's Super Heavy (+91kg)
Stefano Brecciaroli	Italy	37	178	78	М	11 19 1974	Roma (ITA)	0	0	0	0	Equestrian	Individual Eventing, APOLLO WD WENDI KURT HOEV
Melissa Breen	Australia	21	174	66	Ж	9 17 1990	Canberra (AUS)	0	0	0	0	Athletics	Women's 100m
Karoline Dyhre Breivang	Norway	32	172		Ж	05 10 1980		0	0	0	0	Handball	Women's Handball
Odd Arne Brekne	Norway	27			М	09 01 1984	FARSUND (NOR)	0	0	0	0	Shooting	Men's 50m Rifle Prone
Sebastian Brendel	Germany	24	192	92	М	03 12 1988	SCHWEDT ODER (GER)	0	0	0	0	Canoe Sprint	Men's Canoe Single (C1) 1000m, Men's Canoe Single (C1) 200m
Nery Brenes	Costa Rica	26	175	70	М	9 22 1985	Limon (CRC)	0	0	0	0	Athletics	Men's 400m
Ashleigh Brennan	Australia	21	159		Ж	1 18 1991	NORTH DANDENONG (AUS)	0	0	0	0	Gymnastics - Artistic	Women's Individual All-Around, Women's Team, Women's Qualification
Scott Brennan	Australia	29	193	93	М	01 09 1983		0	0	0	0	Rowing	Men's Double Sculls
Lisa Brennauer	Germany	24	168	63	Ж	06 08 1988	KEMPTEN (GER)	0	0	0	0	Cycling - Track	Women's Team Pursuit
Matti Breschel	Denmark	27	182	68	М	8 31 1984	FAKSE (DEN)	0	0	0	0	Cycling - Road	Men's Road Race
Julie Bresset	France	23	167	53	Ж	06 09 1989	SAINT	0	0	0	0	Cycling - Mountain Bike	Women's Cross-country
Luis Brethauer	Germany	19	175	78	М	9 14 1992	Aschaffenburg (GER)	0	0	0	0	Cycling - BMX	Men's BMX
Drasko Brguljan	Montenegro	27	194	88	М	12 27 1984	KOTOR (MNE)	0	0	0	0	Water Polo	Men's Water Polo
Richard Brickell	Great Britain	36	180	76	М	10 29 1975	NEWBURY (GBR)	0	0	0	0	Shooting	Men's Skeet
Thomas Briels	Belgium	24	172	71	М	8 23 1987		0	0	0	0	Hockey	Men's Hockey
Jo Brigden-Jones	Australia	24	182	76	Ж	4 19 1988		0	0	0	0	Canoe Sprint	Women's Kayak Four (K4) 500m
Tarryn Bright	South Africa	29	174	71	Ж	4 26 1983	Cape Town (RSA)	0	0	0	0	Hockey	Women's Hockey
Julius Brink	Germany	30	186	86	М	07 06 1982		0	0	0	0	Beach Volleyball	Men's Beach Volleyball
Leidys Brito	Venezuela	28	169	77	Ж	07 05 1984	MATURIN	0	0	0	0	Archery	Women's Individual
Matthew Brittain	South Africa	25	186	70	М	05 05 1987		1	0	0	1	Rowing	Men's Lightweight Four
Fionnuala Britton	Ireland	27	158	43	Ж	9 24 1984	Dublin (IRL)	0	0	0	0	Athletics	Women's 3000m Steeplechase, Women's 5000m, Women's 10,000m
Laurence Brize	France	36	158	50	Ж	07 12 1976	LE PUY (FRA)	0	0	0	0	Shooting	Women's 10m Air Rifle, Women's 50m Rifle 3 Positions
Brittany Broben	Australia	16	163	52	Ж	11 23 1995	BENOWA (AUS)	0	0	0	0	Diving	Women's 10m Platform
Norman Brockl	Germany	25	183	90	М	8 22 1986	Berlin (GER)	0	0	0	0	Canoe Sprint	Men's Kayak Four (K4) 1000m
Anke Brockmann	Germany	23	169	60	Ж	8 19 1988	Berlin (GER)	0	0	0	0	Hockey	Women's Hockey
Daniel Brodmeier	Germany	24	179	98	М	09 02 1987	KELHEIM (GER)	0	0	0	0	Shooting	Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions
Nadine Broersen	Netherlands	22	171	63	Ж	4 29 1990	Hoorn (NED)	0	0	0	0	Athletics	Women's Heptathlon
Jean Pierre Brol Cardenas	Guatemala	29	179	91	М	12 18 1982	GUATEMALA CITY (GUA)	0	0	0	0	Shooting	Men's Trap
Giorgia Bronzini	Italy	29	161	54	Ж	08 03 1983	PIACENZA (ITA)	0	0	0	0	Cycling - Road	Women's Road Race
Jacqueline Brooks	Canada	44	175	66	Ж	9 15 1967	Edmonton (CAN)	0	0	0	0	Equestrian	Individual Dressage, Team Dressage, D' NIRO
Lance Brooks	United States of America	28	198	123	М	01 01 1984	Springfield (USA)	0	0	0	0	Athletics	Men's Discus Throw
Tia Brooks	United States of America	22	183	109	Ж	08 02 1990	Saginaw (USA)	0	0	0	0	Athletics	Women's Shot Put
Kouassi Brou	C√¥te d'Ivoire	20	186	73	М	6 16 1992	AGNIBILEKROU (CIV)	0	0	0	0	Swimming	Men's 50m Freestyle
Tore Brovold	Norway	42			М	06 12 1970	Hamar (NOR)	0	0	0	0	Shooting	Men's Skeet
Aaron Brown	Canada	20	198	79	М	5 27 1992	Toronto (CAN)	0	0	0	0	Athletics	Men's 200m
